#t  uxym  vxum  uule  vvle  wwle  uwle  vwle  wcube

  wtle  uwsb  vwsb  ttle  wtsb  englez  engsbz
   0.38219441E+05   0.13765087E+02   0.54495568E+01   0.14831048E+01   0.63002878E+00   0.10110511E+01  -0.38880071E+00  -0.33369917E-01   0.92694050E+00   0.50387021E-01  -0.29185310E-04   0.37567999E-03   0.86680651E-02   0.44689561E-04   0.15441238E+01   0.47643848E-01
   0.38219777E+05   0.13765030E+02   0.54495745E+01   0.14831939E+01   0.63030082E+00   0.10112164E+01  -0.38874501E+00  -0.33590265E-01   0.92740083E+00   0.50402995E-01  -0.26779651E-04   0.37593301E-03   0.86728968E-02   0.45515448E-04   0.15444878E+01   0.47651887E-01
   0.38220109E+05   0.13764971E+02   0.54495916E+01   0.14832605E+01   0.63056988E+00   0.10113878E+01  -0.38867339E+00  -0.33813532E-01   0.92791152E+00   0.50420091E-01  -0.24840107E-04   0.37637856E-03   0.86779222E-02   0.46307261E-04   0.15448338E+01   0.47659885E-01
   0.38220441E+05   0.13764911E+02   0.54496088E+01   0.14833096E+01   0.63083905E+00   0.10115654E+01  -0.38858798E+00  -0.34041353E-01   0.92847461E+00   0.50439384E-01  -0.23306588E-04   0.37703995E-03   0.86831963E-02   0.47049030E-04   0.15451663E+01   0.47667984E-01
   0.38220777E+05   0.13764845E+02   0.54496264E+01   0.14833455E+01   0.63111037E+00   0.10117497E+01  -0.38849097E+00  -0.34274034E-01   0.92909080E+00   0.50460424E-01  -0.22167866E-04   0.37791097E-03   0.86887190E-02   0.47749996E-04   0.15454881E+01   0.47676254E-01
   0.38221113E+05   0.13764776E+02   0.54496446E+01   0.14833726E+01   0.63138330E+00   0.10119400E+01  -0.38838628E+00  -0.34508929E-01   0.92975396E+00   0.50482910E-01  -0.21546692E-04   0.37890088E-03   0.86943908E-02   0.48375976E-04   0.15457999E+01   0.47684677E-01
   0.38221445E+05   0.13764700E+02   0.54496627E+01   0.14833958E+01   0.63165659E+00   0.10121349E+01  -0.38827848E+00  -0.34742583E-01   0.93045402E+00   0.50505921E-01  -0.21409831E-04   0.38004402E-03   0.87001203E-02   0.48911417E-04   0.15461011E+01   0.47693193E-01
   0.38221777E+05   0.13764620E+02   0.54496808E+01   0.14834188E+01   0.63193113E+00   0.10123339E+01  -0.38817105E+00  -0.34974370E-01   0.93118572E+00   0.50528996E-01  -0.21683829E-04   0.38127485E-03   0.87058917E-02   0.49371964E-04   0.15463940E+01   0.47701828E-01
   0.38222113E+05   0.13764530E+02   0.54496994E+01   0.14834442E+01   0.63221097E+00   0.10125380E+01  -0.38806546E+00  -0.35207685E-01   0.93195456E+00   0.50552953E-01  -0.22410466E-04   0.38257003E-03   0.87117795E-02   0.49775630E-04   0.15466833E+01   0.47710840E-01
   0.38222449E+05   0.13764431E+02   0.54497185E+01   0.14834752E+01   0.63249648E+00   0.10127466E+01  -0.38796562E+00  -0.35441369E-01   0.93275464E+00   0.50578650E-01  -0.23583267E-04   0.38395470E-03   0.87177306E-02   0.50084866E-04   0.15469702E+01   0.47720205E-01
   0.38222781E+05   0.13764326E+02   0.54497380E+01   0.14835157E+01   0.63278317E+00   0.10129569E+01  -0.38787720E+00  -0.35669476E-01   0.93356514E+00   0.50604366E-01  -0.25178728E-04   0.38533384E-03   0.87235514E-02   0.50308747E-04   0.15472525E+01   0.47729712E-01
   0.38223113E+05   0.13764212E+02   0.54497571E+01   0.14835674E+01   0.63307357E+00   0.10131693E+01  -0.38780198E+00  -0.35894286E-01   0.93438810E+00   0.50629273E-01  -0.27092321E-04   0.38665891E-03   0.87292884E-02   0.50458435E-04   0.15475334E+01   0.47739532E-01
   0.38223449E+05   0.13764086E+02   0.54497762E+01   0.14836314E+01   0.63337016E+00   0.10133846E+01  -0.38774186E+00  -0.36118206E-01   0.93522733E+00   0.50652232E-01  -0.29321429E-04   0.38799256E-03   0.87349955E-02   0.50532559E-04   0.15478163E+01   0.47749855E-01
   0.38223785E+05   0.13763950E+02   0.54497957E+01   0.14837096E+01   0.63367426E+00   0.10136027E+01  -0.38769954E+00  -0.36342192E-01   0.93608320E+00   0.50675914E-01  -0.31874832E-04   0.38931335E-03   0.87406859E-02   0.50560586E-04   0.15481033E+01   0.47760725E-01
   0.38224117E+05   0.13763805E+02   0.54498153E+01   0.14838033E+01   0.63397980E+00   0.10138209E+01  -0.38767830E+00  -0.36560453E-01   0.93693471E+00   0.50697956E-01  -0.34612229E-04   0.39054954E-03   0.87462272E-02   0.50543109E-04   0.15483915E+01   0.47771860E-01
   0.38224453E+05   0.13763652E+02   0.54498339E+01   0.14839125E+01   0.63428938E+00   0.10140401E+01  -0.38767901E+00  -0.36775950E-01   0.93778908E+00   0.50720133E-01  -0.37487498E-04   0.39169699E-03   0.87516680E-02   0.50463983E-04   0.15486839E+01   0.47783464E-01
   0.38224785E+05   0.13763489E+02   0.54498529E+01   0.14840378E+01   0.63460320E+00   0.10142605E+01  -0.38770297E+00  -0.36989417E-01   0.93864751E+00   0.50741475E-01  -0.40520408E-04   0.39278678E-03   0.87569868E-02   0.50327730E-04   0.15489820E+01   0.47795545E-01
   0.38225125E+05   0.13763313E+02   0.54498715E+01   0.14841795E+01   0.63492423E+00   0.10144835E+01  -0.38775203E+00  -0.37204061E-01   0.93952054E+00   0.50761852E-01  -0.43665594E-04   0.39379505E-03   0.87622833E-02   0.50160841E-04   0.15492892E+01   0.47808301E-01
   0.38225461E+05   0.13763132E+02   0.54498901E+01   0.14843355E+01   0.63524514E+00   0.10147061E+01  -0.38782540E+00  -0.37413806E-01   0.94038796E+00   0.50780334E-01  -0.46764002E-04   0.39470452E-03   0.87673953E-02   0.49955244E-04   0.15496010E+01   0.47821354E-01
   0.38225797E+05   0.13762944E+02   0.54499083E+01   0.14845045E+01   0.63556701E+00   0.10149293E+01  -0.38792282E+00  -0.37620343E-01   0.94125628E+00   0.50797019E-01  -0.49786850E-04   0.39553782E-03   0.87723443E-02   0.49706883E-04   0.15499187E+01   0.47834769E-01
   0.38226133E+05   0.13762749E+02   0.54499259E+01   0.14846854E+01   0.63589215E+00   0.10151541E+01  -0.38804504E+00  -0.37826143E-01   0.94213569E+00   0.50812904E-01  -0.52737574E-04   0.39627627E-03   0.87771900E-02   0.49458456E-04   0.15502449E+01   0.47848746E-01
   0.38226477E+05   0.13762543E+02   0.54499440E+01   0.14848775E+01   0.63622338E+00   0.10153823E+01  -0.38819346E+00  -0.38033724E-01   0.94303781E+00   0.50829321E-01  -0.55648663E-04   0.39691557E-03   0.87819425E-02   0.49169681E-04   0.15505823E+01   0.47863390E-01
   0.38226813E+05   0.13762335E+02   0.54499612E+01   0.14850738E+01   0.63655239E+00   0.10156106E+01  -0.38836211E+00  -0.38236205E-01   0.94394076E+00   0.50844379E-01  -0.58257065E-04   0.39750934E-03   0.87864446E-02   0.48830203E-04   0.15509238E+01   0.47878094E-01
   0.38227152E+05   0.13762123E+02   0.54499788E+01   0.14852718E+01   0.63688147E+00   0.10158402E+01  -0.38855031E+00  -0.38435616E-01   0.94485438E+00   0.50857607E-01  -0.60586601E-04   0.39801523E-03   0.87907296E-02   0.48458685E-04   0.15512708E+01   0.47893032E-01
   0.38227492E+05   0.13761908E+02   0.54499965E+01   0.14854687E+01   0.63721466E+00   0.10160731E+01  -0.38875914E+00  -0.38634822E-01   0.94579321E+00   0.50869260E-01  -0.62671046E-04   0.39844189E-03   0.87948591E-02   0.48060116E-04   0.15516260E+01   0.47908459E-01
   0.38227836E+05   0.13761688E+02   0.54500141E+01   0.14856597E+01   0.63755178E+00   0.10163095E+01  -0.38898635E+00  -0.38833205E-01   0.94675905E+00   0.50879713E-01  -0.64436652E-04   0.39888191E-03   0.87988526E-02   0.47644873E-04   0.15519882E+01   0.47924232E-01
   0.38228176E+05   0.13761471E+02   0.54500322E+01   0.14858377E+01   0.63788873E+00   0.10165477E+01  -0.38922545E+00  -0.39026976E-01   0.94774026E+00   0.50889783E-01  -0.65806635E-04   0.39926666E-03   0.88026216E-02   0.47209272E-04   0.15523524E+01   0.47939971E-01
   0.38228516E+05   0.13761253E+02   0.54500508E+01   0.14859985E+01   0.63822883E+00   0.10167892E+01  -0.38947618E+00  -0.39217968E-01   0.94874799E+00   0.50896391E-01  -0.66723667E-04   0.39962091E-03   0.88062184E-02   0.46773999E-04   0.15527198E+01   0.47955852E-01
   0.38228859E+05   0.13761036E+02   0.54500709E+01   0.14861370E+01   0.63857400E+00   0.10170351E+01  -0.38973734E+00  -0.39406907E-01   0.94979018E+00   0.50902575E-01  -0.67232992E-04   0.39999210E-03   0.88096783E-02   0.46335379E-04   0.15530903E+01   0.47971942E-01
   0.38229203E+05   0.13760823E+02   0.54500914E+01   0.14862473E+01   0.63892150E+00   0.10172843E+01  -0.39000294E+00  -0.39591033E-01   0.95085847E+00   0.50908469E-01  -0.67307861E-04   0.40036679E-03   0.88129658E-02   0.45891338E-04   0.15534596E+01   0.47987983E-01
   0.38229543E+05   0.13760616E+02   0.54501133E+01   0.14863249E+01   0.63927042E+00   0.10175365E+01  -0.39026895E+00  -0.39769202E-01   0.95195091E+00   0.50911237E-01  -0.66905930E-04   0.40077392E-03   0.88161165E-02   0.45495846E-04   0.15538251E+01   0.48003852E-01
   0.38229883E+05   0.13760416E+02   0.54501367E+01   0.14863658E+01   0.63962197E+00   0.10177928E+01  -0.39053380E+00  -0.39941765E-01   0.95307326E+00   0.50912715E-01  -0.66053137E-04   0.40126036E-03   0.88191424E-02   0.45127414E-04   0.15541865E+01   0.48019614E-01
   0.38230227E+05   0.13760220E+02   0.54501619E+01   0.14863662E+01   0.63997704E+00   0.10180538E+01  -0.39079586E+00  -0.40108837E-01   0.95423174E+00   0.50914351E-01  -0.64737913E-04   0.40179840E-03   0.88220937E-02   0.44810386E-04   0.15545428E+01   0.48035417E-01
