#t  dQxDt   dQyDt
   0.38219441E+05   0.12578362E+00  -0.10360539E+00   0.80000000E+01
   0.38219777E+05   0.12577415E+00  -0.10358295E+00   0.80000000E+01
   0.38220109E+05   0.12576443E+00  -0.10356238E+00   0.80000000E+01
   0.38220441E+05   0.12575477E+00  -0.10354167E+00   0.80000000E+01
   0.38220777E+05   0.12574512E+00  -0.10351866E+00   0.80000000E+01
   0.38221113E+05   0.12573397E+00  -0.10349753E+00   0.80000000E+01
   0.38221445E+05   0.12572259E+00  -0.10347617E+00   0.80000000E+01
   0.38221777E+05   0.12571192E+00  -0.10345486E+00   0.80000000E+01
   0.38222113E+05   0.12569982E+00  -0.10343254E+00   0.80000000E+01
   0.38222449E+05   0.12568748E+00  -0.10341072E+00   0.80000000E+01
   0.38222781E+05   0.12567455E+00  -0.10338855E+00   0.80000000E+01
   0.38223113E+05   0.12566191E+00  -0.10336635E+00   0.80000000E+01
   0.38223449E+05   0.12564832E+00  -0.10334319E+00   0.80000000E+01
   0.38223785E+05   0.12563419E+00  -0.10332170E+00   0.80000000E+01
   0.38224117E+05   0.12561911E+00  -0.10330054E+00   0.80000000E+01
   0.38224453E+05   0.12560338E+00  -0.10327905E+00   0.80000000E+01
   0.38224785E+05   0.12558746E+00  -0.10325757E+00   0.80000000E+01
   0.38225125E+05   0.12557101E+00  -0.10323450E+00   0.80000000E+01
   0.38225461E+05   0.12555385E+00  -0.10321331E+00   0.80000000E+01
   0.38225797E+05   0.12553656E+00  -0.10319236E+00   0.80000000E+01
   0.38226133E+05   0.12551814E+00  -0.10317126E+00   0.80000000E+01
   0.38226477E+05   0.12549847E+00  -0.10314929E+00   0.80000000E+01
   0.38226813E+05   0.12547922E+00  -0.10312742E+00   0.80000000E+01
   0.38227152E+05   0.12545919E+00  -0.10310534E+00   0.80000000E+01
   0.38227492E+05   0.12543803E+00  -0.10308498E+00   0.80000000E+01
   0.38227836E+05   0.12541634E+00  -0.10306406E+00   0.80000000E+01
   0.38228176E+05   0.12539363E+00  -0.10304120E+00   0.80000000E+01
   0.38228516E+05   0.12537062E+00  -0.10302025E+00   0.80000000E+01
   0.38228859E+05   0.12534732E+00  -0.10299844E+00   0.80000000E+01
   0.38229203E+05   0.12532330E+00  -0.10297757E+00   0.80000000E+01
   0.38229543E+05   0.12529767E+00  -0.10295695E+00   0.80000000E+01
   0.38229883E+05   0.12527215E+00  -0.10293487E+00   0.80000000E+01
   0.38230227E+05   0.12524617E+00  -0.10291395E+00   0.80000000E+01
   0.38230566E+05   0.12521881E+00  -0.10289302E+00   0.80000000E+01
   0.38230910E+05   0.12519103E+00  -0.10287258E+00   0.80000000E+01
   0.38231250E+05   0.12516248E+00  -0.10285309E+00   0.80000000E+01
   0.38231594E+05   0.12513351E+00  -0.10283208E+00   0.80000000E+01
   0.38231934E+05   0.12510395E+00  -0.10281113E+00   0.80000000E+01
   0.38232277E+05   0.12507272E+00  -0.10279012E+00   0.80000000E+01
   0.38232621E+05   0.12504119E+00  -0.10276881E+00   0.80000000E+01
   0.38232965E+05   0.12500948E+00  -0.10274902E+00   0.80000000E+01
   0.38233305E+05   0.12497675E+00  -0.10272816E+00   0.80000000E+01
   0.38233648E+05   0.12494349E+00  -0.10270891E+00   0.80000000E+01
   0.38233992E+05   0.12490922E+00  -0.10268810E+00   0.80000000E+01
   0.38234336E+05   0.12487465E+00  -0.10266629E+00   0.80000000E+01
   0.38234680E+05   0.12483907E+00  -0.10264608E+00   0.80000000E+01
   0.38235023E+05   0.12480319E+00  -0.10262620E+00   0.80000000E+01
   0.38235371E+05   0.12476623E+00  -0.10260600E+00   0.80000000E+01
   0.38235711E+05   0.12472862E+00  -0.10258693E+00   0.80000000E+01
   0.38236055E+05   0.12469089E+00  -0.10256591E+00   0.80000000E+01
   0.38236398E+05   0.12465137E+00  -0.10254607E+00   0.80000000E+01
   0.38236742E+05   0.12461215E+00  -0.10252681E+00   0.80000000E+01
   0.38237082E+05   0.12457204E+00  -0.10250676E+00   0.80000000E+01
   0.38237422E+05   0.12453151E+00  -0.10248852E+00   0.80000000E+01
   0.38237762E+05   0.12448984E+00  -0.10247016E+00   0.80000000E+01
   0.38238102E+05   0.12444812E+00  -0.10245019E+00   0.80000000E+01
   0.38238441E+05   0.12440646E+00  -0.10243213E+00   0.80000000E+01
   0.38238785E+05   0.12436295E+00  -0.10241333E+00   0.80000000E+01
   0.38239125E+05   0.12431920E+00  -0.10239479E+00   0.80000000E+01
   0.38239465E+05   0.12427437E+00  -0.10237658E+00   0.80000000E+01
   0.38239805E+05   0.12422937E+00  -0.10235831E+00   0.80000000E+01
   0.38240148E+05   0.12418389E+00  -0.10233831E+00   0.80000000E+01
   0.38240488E+05   0.12413710E+00  -0.10232154E+00   0.80000000E+01
   0.38240828E+05   0.12409031E+00  -0.10230380E+00   0.80000000E+01
   0.38241176E+05   0.12404269E+00  -0.10228494E+00   0.80000000E+01
   0.38241520E+05   0.12399393E+00  -0.10226828E+00   0.80000000E+01
   0.38241863E+05   0.12394464E+00  -0.10225102E+00   0.80000000E+01
   0.38242211E+05   0.12389475E+00  -0.10223427E+00   0.80000000E+01
   0.38242555E+05   0.12384385E+00  -0.10221696E+00   0.80000000E+01
   0.38242902E+05   0.12379289E+00  -0.10220066E+00   0.80000000E+01
   0.38243250E+05   0.12374067E+00  -0.10218558E+00   0.80000000E+01
   0.38243598E+05   0.12368822E+00  -0.10216814E+00   0.80000000E+01
   0.38243945E+05   0.12363535E+00  -0.10215202E+00   0.80000000E+01
   0.38244297E+05   0.12358105E+00  -0.10213572E+00   0.80000000E+01
   0.38244648E+05   0.12352741E+00  -0.10211971E+00   0.80000000E+01
   0.38244996E+05   0.12347186E+00  -0.10210481E+00   0.80000000E+01
   0.38245344E+05   0.12341636E+00  -0.10208964E+00   0.80000000E+01
   0.38245695E+05   0.12336087E+00  -0.10207471E+00   0.80000000E+01
   0.38246043E+05   0.12330544E+00  -0.10206071E+00   0.80000000E+01
   0.38246395E+05   0.12324786E+00  -0.10204676E+00   0.80000000E+01
   0.38246746E+05   0.12319142E+00  -0.10203120E+00   0.80000000E+01
   0.38247098E+05   0.12313330E+00  -0.10201660E+00   0.80000000E+01
   0.38247445E+05   0.12307590E+00  -0.10200250E+00   0.80000000E+01
   0.38247789E+05   0.12301880E+00  -0.10198966E+00   0.80000000E+01
   0.38248133E+05   0.12296116E+00  -0.10197714E+00   0.80000000E+01
   0.38248477E+05   0.12290323E+00  -0.10196576E+00   0.80000000E+01
   0.38248820E+05   0.12284523E+00  -0.10195345E+00   0.80000000E+01
   0.38249164E+05   0.12278700E+00  -0.10194260E+00   0.80000000E+01
   0.38249508E+05   0.12272877E+00  -0.10193136E+00   0.80000000E+01
   0.38249844E+05   0.12267059E+00  -0.10191983E+00   0.80000000E+01
   0.38250184E+05   0.12261206E+00  -0.10190785E+00   0.80000000E+01
   0.38250520E+05   0.12255359E+00  -0.10189721E+00   0.80000000E+01
   0.38250859E+05   0.12249458E+00  -0.10188845E+00   0.80000000E+01
   0.38251203E+05   0.12243474E+00  -0.10187870E+00   0.80000000E+01
   0.38251543E+05   0.12237591E+00  -0.10186923E+00   0.80000000E+01
   0.38251879E+05   0.12231624E+00  -0.10186142E+00   0.80000000E+01
   0.38252219E+05   0.12225658E+00  -0.10185161E+00   0.80000000E+01
   0.38252555E+05   0.12219709E+00  -0.10184169E+00   0.80000000E+01
   0.38252891E+05   0.12213749E+00  -0.10183278E+00   0.80000000E+01
   0.38253230E+05   0.12207681E+00  -0.10182482E+00   0.80000000E+01
   0.38253570E+05   0.12201673E+00  -0.10181800E+00   0.80000000E+01
   0.38253906E+05   0.12195754E+00  -0.10181004E+00   0.80000000E+01
   0.38254242E+05   0.12189656E+00  -0.10180345E+00   0.80000000E+01
   0.38254578E+05   0.12183684E+00  -0.10179591E+00   0.80000000E+01
   0.38254918E+05   0.12177604E+00  -0.10178861E+00   0.80000000E+01
   0.38255250E+05   0.12171572E+00  -0.10178247E+00   0.80000000E+01
   0.38255586E+05   0.12165558E+00  -0.10177574E+00   0.80000000E+01
   0.38255918E+05   0.12159562E+00  -0.10177007E+00   0.80000000E+01
   0.38256254E+05   0.12153488E+00  -0.10176530E+00   0.80000000E+01
   0.38256590E+05   0.12147433E+00  -0.10176036E+00   0.80000000E+01
   0.38256922E+05   0.12141389E+00  -0.10175532E+00   0.80000000E+01
   0.38257254E+05   0.12135392E+00  -0.10174853E+00   0.80000000E+01
   0.38257586E+05   0.12129372E+00  -0.10174388E+00   0.80000000E+01
   0.38257922E+05   0.12123257E+00  -0.10173967E+00   0.80000000E+01
   0.38258258E+05   0.12117171E+00  -0.10173526E+00   0.80000000E+01
   0.38258590E+05   0.12111133E+00  -0.10172990E+00   0.80000000E+01
   0.38258918E+05   0.12105185E+00  -0.10172588E+00   0.80000000E+01
   0.38259250E+05   0.12099141E+00  -0.10172084E+00   0.80000000E+01
   0.38259586E+05   0.12092942E+00  -0.10171536E+00   0.80000000E+01
   0.38259922E+05   0.12086850E+00  -0.10171312E+00   0.80000000E+01
   0.38260254E+05   0.12080878E+00  -0.10170996E+00   0.80000000E+01
   0.38260582E+05   0.12074834E+00  -0.10170650E+00   0.80000000E+01
   0.38260914E+05   0.12068737E+00  -0.10170230E+00   0.80000000E+01
   0.38261250E+05   0.12062579E+00  -0.10169774E+00   0.80000000E+01
   0.38261586E+05   0.12056482E+00  -0.10169557E+00   0.80000000E+01
   0.38261914E+05   0.12050420E+00  -0.10169050E+00   0.80000000E+01
   0.38262246E+05   0.12044328E+00  -0.10168779E+00   0.80000000E+01
   0.38262578E+05   0.12038177E+00  -0.10168314E+00   0.80000000E+01
   0.38262914E+05   0.12031955E+00  -0.10168076E+00   0.80000000E+01
   0.38263250E+05   0.12025779E+00  -0.10167778E+00   0.80000000E+01
   0.38263582E+05   0.12019676E+00  -0.10167444E+00   0.80000000E+01
   0.38263914E+05   0.12013519E+00  -0.10167035E+00   0.80000000E+01
   0.38264246E+05   0.12007308E+00  -0.10166854E+00   0.80000000E+01
   0.38264586E+05   0.12001097E+00  -0.10166392E+00   0.80000000E+01
   0.38264922E+05   0.11994970E+00  -0.10166213E+00   0.80000000E+01
   0.38265254E+05   0.11988783E+00  -0.10165843E+00   0.80000000E+01
   0.38265590E+05   0.11982620E+00  -0.10165623E+00   0.80000000E+01
   0.38265926E+05   0.11976427E+00  -0.10165122E+00   0.80000000E+01
   0.38266262E+05   0.11970240E+00  -0.10164851E+00   0.80000000E+01
   0.38266598E+05   0.11964059E+00  -0.10164428E+00   0.80000000E+01
   0.38266934E+05   0.11957932E+00  -0.10164186E+00   0.80000000E+01
   0.38267270E+05   0.11951768E+00  -0.10163903E+00   0.80000000E+01
   0.38267605E+05   0.11945599E+00  -0.10163376E+00   0.80000000E+01
   0.38267945E+05   0.11939466E+00  -0.10163069E+00   0.80000000E+01
   0.38268281E+05   0.11933351E+00  -0.10162640E+00   0.80000000E+01
   0.38268617E+05   0.11927342E+00  -0.10162240E+00   0.80000000E+01
   0.38268957E+05   0.11921257E+00  -0.10161865E+00   0.80000000E+01
   0.38269297E+05   0.11915302E+00  -0.10161516E+00   0.80000000E+01
   0.38269633E+05   0.11909407E+00  -0.10161236E+00   0.80000000E+01
   0.38269969E+05   0.11903554E+00  -0.10160604E+00   0.80000000E+01
   0.38270301E+05   0.11897850E+00  -0.10160339E+00   0.80000000E+01
   0.38270637E+05   0.11892092E+00  -0.10159749E+00   0.80000000E+01
   0.38270973E+05   0.11886448E+00  -0.10159186E+00   0.80000000E+01
   0.38271313E+05   0.11880791E+00  -0.10158777E+00   0.80000000E+01
   0.38271648E+05   0.11875230E+00  -0.10158101E+00   0.80000000E+01
   0.38271980E+05   0.11869842E+00  -0.10157487E+00   0.80000000E+01
   0.38272316E+05   0.11864531E+00  -0.10157079E+00   0.80000000E+01
   0.38272648E+05   0.11859226E+00  -0.10156509E+00   0.80000000E+01
   0.38272984E+05   0.11853999E+00  -0.10155874E+00   0.80000000E+01
   0.38273320E+05   0.11848879E+00  -0.10155165E+00   0.80000000E+01
   0.38273660E+05   0.11843854E+00  -0.10154629E+00   0.80000000E+01
   0.38273996E+05   0.11838830E+00  -0.10153887E+00   0.80000000E+01
   0.38274328E+05   0.11834061E+00  -0.10153255E+00   0.80000000E+01
   0.38274660E+05   0.11829299E+00  -0.10152599E+00   0.80000000E+01
   0.38274988E+05   0.11824697E+00  -0.10151970E+00   0.80000000E+01
   0.38275324E+05   0.11820185E+00  -0.10151234E+00   0.80000000E+01
   0.38275656E+05   0.11815685E+00  -0.10150591E+00   0.80000000E+01
   0.38275984E+05   0.11811358E+00  -0.10149935E+00   0.80000000E+01
   0.38276313E+05   0.11807162E+00  -0.10149089E+00   0.80000000E+01
   0.38276641E+05   0.11803013E+00  -0.10148135E+00   0.80000000E+01
